Nome,ate1930,ate1940,ate1950,ate1960,ate1970,ate1980,ate1990,ate2000,ate2010
NARCIZIO,,26,38,52,64,43,25,,
ERALDINO,,21,28,64,58,43,25,,
VALFRIDES,,21,37,65,53,43,25,,
CRESO,,20,57,77,72,42,25,,
EURICE,,52,67,72,71,42,25,,
NALDI,,,33,51,61,42,25,,
ENELICE,,,,26,50,42,25,,
ILENICE,,,,23,44,42,25,,
EDIMERE,,,,,,42,25,,
LURDIRENE,,,,,,42,25,,
VALDONEIS,,,,,,42,25,,
MARILEIDA,,,,22,71,41,25,,
NEDE,,28,44,57,62,41,25,,
ADAIDES,,,25,31,43,41,25,,
ELVIMAR,,,,,31,41,25,,
NEURANI,,,,,26,41,25,,
ALEXANSRE,,,,,,41,25,,
GIVANIDO,,,,,,41,25,,
JUCILANDE,,,,,,41,25,,
BELINO,23,74,90,100,117,40,25,,
DEODORA,38,55,65,56,50,40,25,,
SILMO,,,,35,43,40,25,,
MARINEIZ,,,,,42,40,25,,
IDER,,,,29,33,40,25,,
GILVANDRA,,,,,23,40,25,,
ROSIEIDE,,,,,20,40,25,,
LINDONOR,36,39,59,61,56,39,25,,
ARIONETE,,,,27,54,39,25,,
CICARA,,,,,27,39,25,,
DARCIMAR,,,,,,39,25,,
DELZIRENE,,,,,,39,25,,
ELCIOMAR,,,,,,39,25,,
LUZIMARI,,,,,,39,25,,
ROSENALDA,,,,,,39,25,,
VALTERLENE,,,,,,39,25,,
ORLADO,,21,36,52,59,38,25,,
ESTELINO,20,42,71,71,57,38,25,,
ALBENITA,,,,38,53,38,25,,
GORETHE,,,,20,47,38,25,,
ANUZIA,,,,28,35,38,25,,
AGLAIA,,,,,31,38,25,,
ROBEETO,,,,20,28,38,25,,
AURILETE,,,,,24,38,25,,
LUCINIA,,,,,24,38,25,,
LEODORO,49,91,112,115,92,37,25,,
ARIZIO,,,32,52,46,37,25,,
EDINAVA,,,,,29,37,25,,
NEIRY,,,,,26,37,25,,
SUZELIA,,,,,20,37,25,,
DENUSIA,,,,,,37,25,,
DAMIR,,,,31,53,36,25,,
CLAUDIUS,,,,,46,36,25,,
IDENIS,,,,25,38,36,25,,
EDIVALSON,,,,,38,36,25,,
GLEN,,,,,37,36,25,,
JANIMAR,,,,,29,36,25,,
ROSILVADO,,,,,23,36,25,,
LUDICEIA,,,,,22,36,25,,
AURISANDRA,,,,,,36,25,,
GIVANDO,,,,,,36,25,,
NEDINO,,43,69,78,63,35,25,,
EUNIRA,20,48,68,118,62,35,25,,
ELIODORO,28,59,69,79,59,35,25,,
JOCEI,,,,,31,35,25,,
VALDIMA,,,,,31,35,25,,
GINELSON,,,,,22,35,25,,
FRANCINETH,,,,,,35,25,,
JOSAMAR,,,,,,35,25,,
LOI,,22,36,64,57,34,25,,
MOARCI,,,36,48,49,34,25,,
JURIVALDO,,,,20,43,34,25,,
DEVACI,,,,28,40,34,25,,
IRNALDO,,,,26,38,34,25,,
ERONIAS,,,,41,37,34,25,,
CLERICE,,,,24,29,34,25,,
NAUDO,,,,,23,34,25,,
GEOSMAR,,,,,21,34,25,,
NELCINEIDE,,,,,,34,25,,
LIDIONETE,,,32,39,57,33,25,,
ROSYMARI,,,,,56,33,25,,
CONSTATINO,30,73,88,55,53,33,25,,
WUILSOM,,,,29,40,33,25,,
SERBATIAO,,,39,46,38,33,25,,
ELIUD,,,24,42,38,33,25,,
VOLMEI,,,,,33,33,25,,
ALACIDES,,,,,28,33,25,,
SAINTCLAIR,,,,,25,33,25,,
UBIRANIR,,,,,20,33,25,,
JOZENILTON,,,,,,33,25,,
ROBELINO,,,,,,33,25,,
VASNI,,,20,54,56,32,25,,
VICENTA,53,103,85,70,54,32,25,,
NEWTOM,,,21,37,37,32,25,,
GLAUDETE,,,,22,34,32,25,,
IDENIA,,,,,25,32,25,,
AURELENE,,,,,,32,25,,
CRAUDEMIR,,,,,,32,25,,
ELIVADO,,,,,,32,25,,
MILVANIA,,,,,,32,25,,
SINALIA,,,,,,32,25,,
VANILTOM,,,,,,32,25,,
BONIFACIA,52,98,89,79,64,31,25,,
JOSELAIDE,,,,,28,31,25,,
MARCIRIA,,,21,25,27,31,25,,
ALDINAR,,,,,27,31,25,,
JOZENI,,,,,26,31,25,,
ALDENER,,,,,25,31,25,,
BENIZIA,,25,20,21,23,31,25,,
VALDEX,,,,,21,31,25,,
MAUEL,,20,42,48,40,30,25,,
EDINILSE,,,,,32,30,25,,
ORLENI,,,,,31,30,25,,
RUTILEA,,,,,30,30,25,,
NATEL,,,,,29,30,25,,
MERIDALVA,,,,,26,30,25,,
CICIRA,,,,22,25,30,25,,
DINORI,,,,,21,30,25,,
ALDIJANE,,,,,,30,25,,
FELINA,67,81,82,77,72,29,25,,
EMERENCIANA,63,74,88,79,56,29,25,,
MILDRED,,,,37,32,29,25,,
DEUZANI,,,,,32,29,25,,
JOSUILA,,,,,30,29,25,,
RODMAR,,,,,25,29,25,,
ROSEDALVA,,,,,24,29,25,,
JOELCIR,,,,,20,29,25,,
VALDIMARIO,,,,,20,29,25,,
VATEIR,,,,,20,29,25,,
AELSIO,,,,,,29,25,,
ALESSSANDRO,,,,,,29,25,,
FRANCIDETE,,,,,,29,25,,
JOSEDILMA,,,,,,29,25,,
KARLEY,,,,,,29,25,,
MARCIVONE,,,,,,29,25,,
NEUSIVAN,,,,,,29,25,,
VANIM,,,,,,29,25,,
DEJANDIRA,,25,46,55,55,28,25,,
CARLYLE,,,,37,39,28,25,,
VERAILDE,,,,,31,28,25,,
SILAMAR,,,,,29,28,25,,
ELECIO,,,,22,24,28,25,,
ADANIAS,,,,,,28,25,,
ALDNEI,,,,,,28,25,,
GILVANIDO,,,,,,28,25,,
NUCILENE,,,,,,28,25,,
ROQUI,,,32,45,40,27,25,,
ALNIR,,,,,37,27,25,,
ZEZA,,,20,39,36,27,25,,
OCLESIO,,,23,29,33,27,25,,
ODELSON,,,,26,27,27,25,,
JACILENA,,,,,25,27,25,,
NEL,,,,,22,27,25,,
RUSEVEL,,,,,20,27,25,,
GESILEIDE,,,,,,27,25,,
GIDALTE,,,,,,27,25,,
JANELENE,,,,,,27,25,,
VERANIA,,,,,,27,25,,
ERCIA,,30,34,28,43,26,25,,
SUENIR,,,,22,39,26,25,,
VERICIO,,,20,34,27,26,25,,
RUBENILZA,,,,,21,26,25,,
CLADEIR,,,,,,26,25,,
FRANCILON,,,,,,26,25,,
JUSSELMA,,,,,,26,25,,
LIANEIDE,,,,,,26,25,,
LUCELINE,,,,,,26,25,,
MARISERGIO,,,,,,26,25,,
NELTOM,,,,,,26,25,,
OSEIS,,,,,,26,25,,
SANRO,,,,,,26,25,,
NEIDER,,,24,,41,25,25,,
SISENANDO,,,,32,34,25,25,,
EUDAZIO,,,,,25,25,25,,
ROSTAND,,,,,25,25,25,,
JAMILDA,,,,21,21,25,25,,
CLAUDINELI,,,,,,25,25,,
DIVINEIA,,,,,,25,25,,
DORGIVANIA,,,,,,25,25,,
EVELENE,,,,,,25,25,,
GLEUCIMAR,,,,,,25,25,,
IRISMEIRE,,,,,,25,25,,
JOSMA,,,,,,25,25,,
JUSSINEI,,,,,,25,25,,
LUCILANDIO,,,,,,25,25,,
NEIRIAN,,,,,,25,25,,
ROBISMAR,,,,,,25,25,,
ROLNADO,,,,,,25,25,,
VALDSOM,,,,,,25,25,,
VANDILSOM,,,,,,25,25,,
EDILO,,,,23,26,24,25,,
VADINHO,,,,,26,24,25,,
FC,,,,,24,24,25,,
ROMERE,,,,,23,24,25,,
OLISVALDO,,,,,22,24,25,,
KLELIA,,,,20,,24,25,,
CLAUDIRAN,,,,,,24,25,,
FRANCINILMA,,,,,,24,25,,
GIUSELIA,,,,,,24,25,,
JOSINAL,,,,,,24,25,,
NILCIRENE,,,,,,24,25,,
SHEILI,,,,,,24,25,,
MARELIZA,,,,,38,23,25,,
ALCEMI,,,,,32,23,25,,
CEBER,,,,,,23,25,,
CLAUDENO,,,,,,23,25,,
CLEUNILDO,,,,,,23,25,,
CRAUDINEIA,,,,,,23,25,,
GIANCARLA,,,,,,23,25,,
GILNETO,,,,,,23,25,,
JILSOMAR,,,,,,23,25,,
JOVENALDO,,,,,,23,25,,
TERTULINO,55,60,75,93,59,22,25,,
IDEILDE,,,,,36,22,25,,
DAMAZIA,22,32,28,35,29,22,25,,
MARGANE,,,,,23,22,25,,
MANINHO,,,,,21,22,25,,
ADAILZO,,,,,,22,25,,
CLARILENE,,,,,,22,25,,
CLAUDENER,,,,,,22,25,,
CLAUINEIA,,,,,,22,25,,
EUSLENE,,,,,,22,25,,
IRANICI,,,,,,22,25,,
IVANELDO,,,,,,22,25,,
JELSIMAR,,,,,,22,25,,
JOSEANGELA,,,,,,22,25,,
JUDENE,,,,,,22,25,,
LEOSANDRO,,,,,,22,25,,
MARDEL,,,,,,22,25,,
NEUZANGELA,,,,,,22,25,,
NIVANIO,,,,,,22,25,,
SUEID,,,,,,22,25,,
WINTON,,,,,,22,25,,
JULINHA,,,33,36,56,21,25,,
CHAN,,32,33,77,51,21,25,,
ANTONIOR,,,,,28,21,25,,
EIETE,,,,,27,21,25,,
ELEZIO,,,,,25,21,25,,
PERINALDO,,,,,20,21,25,,
EDMERE,,,,,,21,25,,
EIRE,,,,,,21,25,,
ERIOSMAR,,,,,,21,25,,
GARLENE,,,,,,21,25,,
GISCELIA,,,,,,21,25,,
JODILENE,,,,,,21,25,,
JONEIA,,,,,,21,25,,
JULIELZA,,,,,,21,25,,
JUSSIVALDO,,,,,,21,25,,
LUCIAMA,,,,,,21,25,,
MARCELMA,,,,,,21,25,,
SIVANIO,,,,,,21,25,,
VAILZA,,,,,,21,25,,
AMANCIA,52,75,60,59,38,20,25,,
FRANCISVO,,,23,28,33,20,25,,
ERIMILTON,,,,,25,20,25,,
ALBETANIA,,,,,,20,25,,
CIRLANDO,,,,,,20,25,,
CLEOMILSON,,,,,,20,25,,
ERIONEIDE,,,,,,20,25,,
EUDINETE,,,,,,20,25,,
GILDVAN,,,,,,20,25,,
GIU,,,,,,20,25,,
HELINHO,,,,,,20,25,,
JEVAN,,,,,,20,25,,
KELYS,,,,,,20,25,,
VALENCIA,,,,,46,,25,,
TADASHI,48,112,174,107,44,,25,,
EDYR,60,169,69,58,41,,25,,
ALMAURI,,,,24,40,,25,,
VISCENTE,,27,46,42,32,,25,,
SUZARA,,,,21,30,,25,,
TELSO,,,,,28,,25,,
PIU,,25,27,35,25,,25,,
EDIER,,,22,20,25,,25,,
MARISTEA,,,,,25,,25,,
RONAKDO,,,,,25,,25,,
BELKISS,,25,27,34,24,,25,,
LILO,,20,28,27,24,,25,,
OCTAVIANO,28,49,45,26,24,,25,,
NAZIO,,,,,24,,25,,
GILIO,29,22,23,22,23,,25,,
SOLANGA,,,,,23,,25,,
SHIREY,,,,,22,,25,,
ALDELENA,,,,,21,,25,,
ENEILDE,,,,,20,,25,,
ERBERTO,,,27,23,,,25,,
ABDREIA,,,,,,,25,,
ABIO,,,,,,,25,,
ADEMIS,,,,,,,25,,
ADENILDON,,,,,,,25,,
ADERLON,,,,,,,25,,
ADRIJANE,,,,,,,25,,
AGLECIA,,,,,,,25,,
AIRISON,,,,,,,25,,
ALBERLANIO,,,,,,,25,,
ALCIELIO,,,,,,,25,,
ALEXSNDRO,,,,,,,25,,
ALOANA,,,,,,,25,,
AMARAISA,,,,,,,25,,
ANDREZIO,,,,,,,25,,
ANDRISIA,,,,,,,25,,
ANELIANE,,,,,,,25,,
ANILENE,,,,,,,25,,
AURIONE,,,,,,,25,,
AURIVANE,,,,,,,25,,
AUZIANE,,,,,,,25,,
BEBIANE,,,,,,,25,,
BERLANDIO,,,,,,,25,,
CACAU,,,,,,,25,,
CARLUCE,,,,,,,25,,
CHANDER,,,,,,,25,,
CHARLLENE,,,,,,,25,,
CHIQUINHO,,,,,,,25,,
CLAUDEMR,,,,,,,25,,
CLEBEA,,,,,,,25,,
CLEGIANE,,,,,,,25,,
CLEIDENALVA,,,,,,,25,,
CLEISEANE,,,,,,,25,,
CLETIA,,,,,,,25,,
CLEUDIANI,,,,,,,25,,
CLEUDIVAM,,,,,,,25,,
CLEUSIENE,,,,,,,25,,
CLEUTA,,,,,,,25,,
CREDILENE,,,,,,,25,,
CRISTILIANE,,,,,,,25,,
DALVIANA,,,,,,,25,,
DEANES,,,,,,,25,,
DEILI,,,,,,,25,,
DEJAMES,,,,,,,25,,
DELEANDRO,,,,,,,25,,
DELIETE,,,,,,,25,,
DJANA,,,,,,,25,,
DYEIME,,,,,,,25,,
EDIJAILSON,,,,,,,25,,
EDILANDO,,,,,,,25,,
EDILECIO,,,,,,,25,,
EDINEILA,,,,,,,25,,
EDMARO,,,,,,,25,,
ELANINE,,,,,,,25,,
ELINAUDO,,,,,,,25,,
ELINIO,,,,,,,25,,
ELISVADO,,,,,,,25,,
ELISVANI,,,,,,,25,,
ELIZALVA,,,,,,,25,,
ENVANDRO,,,,,,,25,,
ERENILSO,,,,,,,25,,
ERIANO,,,,,,,25,,
ERICLENES,,,,,,,25,,
EUBA,,,,,,,25,,
EUDENIO,,,,,,,25,,
EUSILANE,,,,,,,25,,
EVERLANDO,,,,,,,25,,
EZAQUEU,,,,,,,25,,
FABION,,,,,,,25,,
FALCAO,,,,,,,25,,
FANIANA,,,,,,,25,,
FEBIANA,,,,,,,25,,
GELCINEI,,,,,,,25,,
GEROGE,,,,,,,25,,
GILCIMARIA,,,,,,,25,,
GILIART,,,,,,,25,,
GISNALDO,,,,,,,25,,
GLABSON,,,,,,,25,,
GLALCO,,,,,,,25,,
GLAUSON,,,,,,,25,,
GLORIANA,,,,,,,25,,
GORGIANA,,,,,,,25,,
GRACIETTE,,,,,,,25,,
GRAZZIELA,,,,,,,25,,
GREIK,,,,,,,25,,
GUTEMBERGUI,,,,,,,25,,
HEMILIO,,,,,,,25,,
HERONALDO,,,,,,,25,,
HILDENIA,,,,,,,25,,
ILAILSON,,,,,,,25,,
IMAN,,,,,,,25,,
JANILSSON,,,,,,,25,,
JARLENI,,,,,,,25,,
JEOCASTA,,,,,,,25,,
JEZAIAS,,,,,,,25,,
JILCIANE,,,,,,,25,,
JIUCILENE,,,,,,,25,,
JOBESON,,,,,,,25,,
JODEILMA,,,,,,,25,,
JONELMA,,,,,,,25,,
JORGAN,,,,,,,25,,
JOSEBIO,,,,,,,25,,
JOSELITON,,,,,,,25,,
JOZILEIA,,,,,,,25,,
JSIANE,,,,,,,25,,
JUILENE,,,,,,,25,,
JULIERNE,,,,,,,25,,
JURISMAR,,,,,,,25,,
JUSINARA,,,,,,,25,,
KARLENA,,,,,,,25,,
KELIANNE,,,,,,,25,,
LEAMARA,,,,,,,25,,
LEIDNA,,,,,,,25,,
LEILYANE,,,,,,,25,,
LEINER,,,,,,,25,,
LEYD,,,,,,,25,,
LICIANI,,,,,,,25,,
LILTON,,,,,,,25,,
LLEANDRO,,,,,,,25,,
LUCELHO,,,,,,,25,,
LUCIFLAVIA,,,,,,,25,,
MACIETE,,,,,,,25,,
MAECEL,,,,,,,25,,
MAIKELL,,,,,,,25,,
MARCILI,,,,,,,25,,
MARQUESA,,,,,,,25,,
MASSIAS,,,,,,,25,,
MAURINE,,,,,,,25,,
MAXNEI,,,,,,,25,,
MAYQUEL,,,,,,,25,,
MEIRELLE,,,,,,,25,,
MERLYN,,,,,,,25,,
MICHELANIA,,,,,,,25,,
MIRELIA,,,,,,,25,,
MIRRIAM,,,,,,,25,,
MIVHELE,,,,,,,25,,
MORJANA,,,,,,,25,,
MOUZER,,,,,,,25,,
NARAJANE,,,,,,,25,,
NAZIENE,,,,,,,25,,
NDRE,,,,,,,25,,
NEIRAN,,,,,,,25,,
NELIVAN,,,,,,,25,,
NELSIVANIA,,,,,,,25,,
NEMILSON,,,,,,,25,,
NEUSIVANIA,,,,,,,25,,
NILCEANE,,,,,,,25,,
NILSIVAN,,,,,,,25,,
OCENILDO,,,,,,,25,,
ODEIDE,,,,,,,25,,
ODICELIA,,,,,,,25,,
ODIVANIA,,,,,,,25,,
OZANGELA,,,,,,,25,,
OZEIS,,,,,,,25,,
PAIOL,,,,,,,25,,
PATRCIO,,,,,,,25,,
PAULIMAR,,,,,,,25,,
PEDRIANA,,,,,,,25,,
POLACO,,,,,,,25,,
REANATA,,,,,,,25,,
REILE,,,,,,,25,,
ROBENSON,,,,,,,25,,
ROBIA,,,,,,,25,,
ROBS,,,,,,,25,,
RODIRLEI,,,,,,,25,,
ROFOLFO,,,,,,,25,,
ROLI,,,,,,,25,,
RONALDSON,,,,,,,25,,
ROQUENILDO,,,,,,,25,,
RUSTON,,,,,,,25,,
SHILER,,,,,,,25,,
SIDELENE,,,,,,,25,,
SIQUEIRA,,,,,,,25,,
SUEELLEN,,,,,,,25,,
TACIANNE,,,,,,,25,,
TANICLER,,,,,,,25,,
THEAGO,,,,,,,25,,
TIENI,,,,,,,25,,
UASHINGTON,,,,,,,25,,
URLAN,,,,,,,25,,
VALRICELIO,,,,,,,25,,
VALTERLANE,,,,,,,25,,
VIVIAE,,,,,,,25,,
WANCLEY,,,,,,,25,,
WEBESTER,,,,,,,25,,
WILINS,,,,,,,25,,
WUEDER,,,,,,,25,,
DULCEMAR,,44,59,135,218,121,24,,
LONI,57,359,528,639,420,112,24,,
CLADIOMIRO,,,,,25,107,24,,
DELCINA,47,136,193,212,162,93,24,,
IRENITA,24,59,162,221,196,88,24,,
INGOMAR,,,38,114,158,84,24,,
IDACI,,26,75,136,139,84,24,,
ESMERINA,94,163,159,152,140,83,24,,
NELCINO,,35,62,100,97,80,24,,
ESTELAMAR,,,,40,117,76,24,,
TEONIA,,,,28,62,76,24,,
EDIRCE,,29,67,106,103,74,24,,
NEVAIR,,,27,47,53,74,24,,
ILZABETE,,,,29,75,72,24,,
AREOVALDO,,20,58,119,99,71,24,,
EVONIR,,,,67,48,71,24,,
ODELITA,26,65,143,124,94,70,24,,
DILVO,,25,67,157,168,69,24,,
NILCIA,,27,48,64,65,69,24,,
ELONEIDA,,,,30,26,68,24,,
FIORAVANTE,137,213,232,213,121,67,24,,
AMARILZA,,,,,82,66,24,,
JERVASIO,,35,60,104,86,65,24,,
RINALVA,,,,39,54,65,24,,
DORISETE,,,,,28,61,24,,
EVALDINO,,26,62,108,79,60,24,,
ROSEMARCIA,,,,,27,60,24,,
NEOCIR,,,,41,112,59,24,,
SINDALVA,,,31,51,61,59,24,,
GILFREDO,,,34,44,57,59,24,,
DUCINEI,,,,,39,59,24,,
JUDECI,,,,,49,58,24,,
CIRIACO,52,109,146,114,90,57,24,,
SOLECI,,,,52,79,57,24,,
CLEUZI,,,,25,64,57,24,,
LOURINETE,,,36,55,59,56,24,,
ZOILA,,34,108,120,110,55,24,,
NEIDES,,22,66,93,90,55,24,,
NERICE,,22,50,60,72,55,24,,
NALDETE,,,,21,44,55,24,,
BOA,58,98,151,170,139,54,24,,
PRAZERES,46,58,71,78,79,54,24,,
ARIZETE,,,,43,72,54,24,,
DULCILEI,,,,22,65,54,24,,
LISANDRE,,,,,21,54,24,,
MARINELDA,,,,20,48,53,24,,
SUENEIDE,,,,,33,53,24,,
LORINEI,,,,,27,53,24,,
LIBERALINO,43,90,107,106,84,52,24,,
FRUTUOSO,62,97,115,108,73,52,24,,
ENILSE,,,26,43,72,51,24,,
ROSETI,,,,22,66,51,24,,
DAZIO,,,24,51,59,51,24,,
VALDIN,,,,41,56,51,24,,
GILSEU,,,,20,55,51,24,,
WALDIRA,24,64,72,101,88,50,24,,
JESSINO,,34,61,91,53,50,24,,
IZAIDE,,,,36,51,50,24,,
ASCENDINO,36,66,103,85,95,49,24,,
ALDENITA,,,31,49,93,49,24,,
LAURINALDO,,,,,24,49,24,,
MARZO,,,,,,49,24,,
LIBERALINA,120,150,157,127,97,48,24,,
SILVALINA,25,56,92,109,84,48,24,,
IRACENA,24,48,90,99,72,48,24,,
OZENIL,,,,23,38,48,24,,
JOSEBERTO,,,,21,34,48,24,,
JOCERLEI,,,,,29,48,24,,
ROZENIRA,,,,,29,48,24,,
WALDENIRA,,,,,28,48,24,,
GERCY,56,177,145,136,94,47,24,,
NISIO,,30,46,70,73,47,24,,
NLTON,,,,,55,47,24,,
MAURACI,,,,25,45,47,24,,
NELSELI,,,,,38,47,24,,
VENILZA,,,,,,47,24,,
HELENY,,27,43,64,70,46,24,,
ADEMA,,20,24,61,61,46,24,,
MALVA,,,25,43,39,46,24,,
EDIME,,,39,33,37,46,24,,
JUVALDIR,,,,,37,46,24,,
ELENALVA,,,,20,35,46,24,,
ELCINETE,,,,,,46,24,,
MARIDA,,,,44,86,45,24,,
ROZINHA,,,28,66,79,45,24,,
MARCULINA,126,147,156,99,66,45,24,,
ELEDINA,33,51,65,61,66,45,24,,
NILSEU,,,,36,53,45,24,,
EIZETE,,,,,38,45,24,,
ELEUZINA,26,45,72,79,88,44,24,,
DORANI,,,22,47,69,44,24,,
ABILIA,100,126,103,76,62,44,24,,
ODELIR,,,,56,52,44,24,,
NEIDMAR,,,,,36,44,24,,
ADELIMAR,,,,,21,44,24,,
LENIVAN,,,,,,44,24,,
PIERINA,374,529,380,289,146,43,24,,
DEUSETE,,,,32,49,43,24,,
ARAGAO,,,,25,45,43,24,,
DIVANZIR,,,,20,43,43,24,,
DURCINEIA,,,24,38,40,43,24,,
NIVANI,,,,29,35,43,24,,
LAMARTINI,,,24,22,35,43,24,,
JACIDALVA,,,,,34,43,24,,
IDENILZA,,,,,29,43,24,,
DEOLINA,79,131,154,131,91,42,24,,
NATAIR,,40,73,62,88,42,24,,
IRINE,,48,76,88,79,42,24,,
SYRLEI,,,33,34,44,42,24,,
SABA,,,,24,37,42,24,,
ERONILCE,,,,,29,42,24,,
CLAUDEMARA,,,,,,42,24,,
ROSSANDRO,,,,,,42,24,,
VALDINILSON,,,,,,42,24,,
ADALCINO,,,47,80,65,41,24,,
DONARIO,,28,45,53,49,41,24,,
MARIZET,,,,,44,41,24,,
MARLEIDI,,,,,38,41,24,,
EDIUSA,,,,,33,41,24,,
IDEILDO,,,,,,41,24,,
RODNEIA,,,,,,41,24,,
ABIDORAL,,41,63,67,72,40,24,,
OLENI,,,27,48,70,40,24,,
WALDIMIR,,,21,40,57,40,24,,
ALCELIR,,,,24,43,40,24,,
LEUZENIR,,,,,32,40,24,,
VALNIZA,,,,,31,40,24,,
CEBASTIANA,34,58,113,82,69,39,24,,
SEVRINO,,20,40,64,67,39,24,,
RIBAMA,,,,21,32,39,24,,
ERENISE,,,,,32,39,24,,
ROSNALDO,,,,,23,39,24,,
TUCA,,,,,,39,24,,
ELZABETH,,,,52,35,38,24,,
ILZENE,,,,,21,38,24,,
ZANATA,,,,,,38,24,,
ADALTA,50,66,77,44,50,37,24,,
DERONICE,,,23,47,49,37,24,,
HENRIETTE,,,,39,47,37,24,,
COSMIRO,,,,,34,37,24,,
MARAILDES,,,,,26,37,24,,
JOENILDA,,,,,25,37,24,,
HOMEM,,,,,21,37,24,,
NELCELI,,,,,21,37,24,,
CLAUDINALVA,,,,,,37,24,,
EVRALDO,,,,,,37,24,,
GILSONMAR,,,,,,37,24,,
JANILUCIA,,,,,,37,24,,
JOCILON,,,,,,37,24,,
RIVAMAR,,,,,,37,24,,
ROMALINO,23,54,90,111,101,36,24,,
ISALINO,32,57,91,86,74,36,24,,
DERCIVAL,,,,,52,36,24,,
NORMALUCIA,,,,36,42,36,24,,
ANTONIZIA,,,,,30,36,24,,
JURAILTON,,,,,27,36,24,,
NERISMAR,,,,,27,36,24,,
AGNELIA,,,,27,,36,24,,
ROZEMIR,,,,,,36,24,,
SOLANGI,,,,,,36,24,,
SONALDO,,,,,,36,24,,
ERLINDO,,31,34,83,47,35,24,,
GLEDIS,,,26,27,43,35,24,,
ROMIVALDO,,,,,24,35,24,,
DEDILSON,,,,20,,35,24,,
FRANCOASE,,,,,,35,24,,
JILVALDO,,,,,,35,24,,
GUISELA,,28,66,70,66,34,24,,
RUDIVALDO,,,,,30,34,24,,
ZEVALDO,,,,,20,34,24,,
EVALTER,,,,,,34,24,,
LIVANILDO,,,,,,34,24,,
EDELA,,41,64,109,83,33,24,,
EUNAPIO,,,39,61,59,33,24,,
EROINA,22,50,60,77,52,33,24,,
DOMINAS,,,25,28,33,33,24,,
LUSANGELA,,,,,,33,24,,
ROSIFRAN,,,,,,33,24,,
AIDER,,28,43,58,65,32,24,,
JUVECINO,,,37,57,52,32,24,,
ADELMIRA,,20,28,43,48,32,24,,
ZEUMA,,,,,41,32,24,,
CLELNICE,,,,,30,32,24,,
MARIZABEL,,,,24,29,32,24,,
GENILEIDE,,,,,21,32,24,,
AMARCIO,,,,,,32,24,,
CLEUBA,,,,,,32,24,,
ELIDIMAR,,,,,,32,24,,
KLEIBE,,,,,,32,24,,
NEILY,,,,,,32,24,,
BENEVENUTO,43,78,79,84,52,31,24,,
NARACI,,,,32,39,31,24,,
DICO,,,21,30,32,31,24,,
WADERLEY,,,,20,30,31,24,,
JOANICI,,,,,30,31,24,,
JOSIEDA,,,,,24,31,24,,
LELES,,,,,22,31,24,,
MARCELON,,,,,20,31,24,,
GIVANILDES,,,,,,31,24,,
LUCUANO,,,,,,31,24,,
LUZINELIA,,,,,,31,24,,
MARSILENE,,,,,,31,24,,
VALTERCIDES,,,55,89,70,30,24,,
WALDENI,,,,25,42,30,24,,
AUDISIO,,,,24,41,30,24,,
JANELUCIA,,,,,40,30,24,,
SAUMA,,,,,36,30,24,,
IDMA,,,,,34,30,24,,
DIJACI,,,,22,33,30,24,,
JOSENOR,,,,,32,30,24,,
DALVINETE,,,,,29,30,24,,
CRUSTIANE,,,,,,30,24,,
EDNILDES,,,,,,30,24,,
GLAUSIO,,,,,,30,24,,
LUCIONEI,,,,,,30,24,,
RODOALDO,,,,,,30,24,,
RUBISNEI,,,,,,30,24,,
TOLENTINO,40,108,118,103,69,29,24,,
ALOISE,,24,40,59,56,29,24,,
LEONDA,,48,75,73,50,29,24,,
GORET,,,,21,43,29,24,,
ELENIS,,,,,38,29,24,,
RUTHLEIA,,,,,21,29,24,,
ANEIA,,,,,,29,24,,
GENEILDE,,,,,,29,24,,
IVANELZA,,,,,,29,24,,
SIDERLENE,,,,,,29,24,,
VANDEL,,,,,,29,24,,
ELENIO,,,,23,30,28,24,,
HELENALDO,,,,,30,28,24,,
ARISTOFANES,,,,,26,28,24,,
FARIDA,,,,23,22,28,24,,
JENEIDE,,,,,21,28,24,,
BENEDICTO,229,809,466,190,61,27,24,,
ANIBOL,,,44,47,43,27,24,,
DEROALDO,,,,30,40,27,24,,
NOELITO,,,,25,31,27,24,,
HELENIO,,,27,40,27,27,24,,
HEDILENE,,,,,21,27,24,,
CIDINEA,,,,,,27,24,,
JOIZA,,,,,,27,24,,
LILIAMAR,,,,,,27,24,,
ROBNEI,,,,,,27,24,,
ZENOR,,27,59,69,44,26,24,,
AMABEL,,,,,39,26,24,,
SUELEI,,,,,34,26,24,,
ROCINE,,,,,25,26,24,,
HELENILCE,,,,,24,26,24,,
ADENILZO,,,,,21,26,24,,
ADIRENE,,,,,,26,24,,
ANAILCE,,,,,,26,24,,
COMES,,,,,,26,24,,
DORICELIA,,,,,,26,24,,
EDVONEIDE,,,,,,26,24,,
EUDMAR,,,,,,26,24,,
JOALDA,,,,,,26,24,,
LAURENILDA,,,,,,26,24,,
VALTEMIRO,,,20,34,42,25,24,,
EUSIO,,,,,28,25,24,,
CIERO,,,,22,27,25,24,,
DEUSON,,,,,25,25,24,,
RAMUALDO,,,28,,20,25,24,,
EVONILDO,,,,,,25,24,,
JIVANIA,,,,,,25,24,,
JUCELA,,,,,,25,24,,
RIMA,,,,,,25,24,,
VANDERLANDE,,,,,,25,24,,
WARGNER,,,,,,25,24,,
WBIRATAN,,,,,,25,24,,
